Geography,Concept,Unit,Frequency,Period,Value
Mexico,"BOP Trade Balance (Goods & NF Services), lcu",Mexican Peso,Annual,1/1/2024,-221.6122966
Mexico,Industrial Production Index,Index,Annual,1/1/2017,101.5273289
Mexico,Industrial Production Index,Index,Annual,1/1/2018,101.6408425
Mexico,Industrial Production Index,Index,Annual,1/1/2019,100
Mexico,Industrial Production Index,Index,Annual,1/1/2020,90.71067657
Mexico,Industrial Production Index,Index,Annual,1/1/2021,96.88198665
Mexico,Industrial Production Index,Index,Annual,1/1/2022,101.7531333
Mexico,Industrial Production Index,Index,Annual,1/1/2023,105.2465167
Mexico,Industrial Production Index,Index,Annual,1/1/2024,107.6001666
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,10.23680494
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,11.88884849
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-1.574993453
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-7.333241822
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,24.99390136
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,18.32516405
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,-9.717090709
Mexico,"Nominal NIA Imports in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,8.085751958
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2017,42.31785553
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2018,62.12436117
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2019,70.89860012
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2020,117.1068708
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2021,149.0439162
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2022,-1.73401542
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2023,33.82023612
Mexico,"Real Statistical Discrepancy, US$",U.S. Dollar,Annual,1/1/2024,0
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2017,13.97948963
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2018,6.198925186
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2019,12.00733684
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2020,1.267608817
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2021,-3.676270871
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2022,-6.431744399
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2023,-3.801443678
Mexico,"Fiscal Balance: Current, Primary, in euro, general government",Euro,Annual,1/1/2024,-8.666138077
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2017,-3.087579972
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2018,7.847603259
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2019,3.636783396
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2020,3.494131563
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2021,12.35680754
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2022,12.14868789
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2023,9.15609964
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current), in LCU, unspecified government",Percentage,Annual,1/1/2024,9.190072213
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2017,1095.262319
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2018,1154.821347
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2019,1195.18857
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2020,1021.820128
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2021,1196.2903
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2022,1345.683504
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2023,1600.988917
Mexico,"Nominal GDP at Factor Cost, US$",U.S. Dollar,Annual,1/1/2024,1572.978489
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2017,1.086309818
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2018,0.956208835
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2019,0.863955747
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2020,0.729901915
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2021,0.560999633
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2022,0.630597888
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2023,0.746191398
Mexico,Population: Growth Rate,Percentage,Annual,1/1/2024,0.726243295
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2017,396.3159892
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2018,398.0518195
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2019,390.716829
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2020,353.9967945
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2021,373.6572286
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2022,385.7401951
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2023,395.3477727
Mexico,"Real GDP at Factor Cost: Industry, US$",U.S. Dollar,Annual,1/1/2024,404.7281709
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2017,58.3623882
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2018,233.2309342
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2019,114.9425501
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2020,119.8969237
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2021,8.130686781
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2022,349.4836225
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2023,101.1419925
Mexico,"BOP Direct Investment Asset (Debit/Capital Outflow), lcu",Mexican Peso,Annual,1/1/2024,182.5485205
Mexico,Population: Rural,Persons,Annual,1/1/2017,24.73124481
Mexico,Population: Rural,Persons,Annual,1/1/2018,24.60932458
Mexico,Population: Rural,Persons,Annual,1/1/2019,24.46167242
Mexico,Population: Rural,Persons,Annual,1/1/2020,24.27861081
Mexico,Population: Rural,Persons,Annual,1/1/2021,24.0537154
Mexico,Population: Rural,Persons,Annual,1/1/2022,23.84329637
Mexico,Population: Rural,Persons,Annual,1/1/2023,23.65895433
Mexico,Population: Rural,Persons,Annual,1/1/2024,23.46848814
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2017,719.4423724
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2018,762.2394137
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2019,799.6420598
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2020,564.2578471
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2021,769.4781767
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2022,967.2335278
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2023,1038.512053
Mexico,"BOP Non-Factor Service Exports, lcu",Mexican Peso,Annual,1/1/2024,1096.859366
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2017,-36.7027182
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2018,-38.64818656
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2019,-42.09542628
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2020,-45.87600989
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2021,-41.19071962
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2022,-46.42384715
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2023,-51.97948101
Mexico,"BOP Services (Factor + Non-Factor): Balance, euro",Euro,Annual,1/1/2024,-61.90174381
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2017,119.5746778
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2018,125.5344772
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2019,130.2839111
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2020,134.7475699
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2021,142.337538
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2022,154.4418462
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2023,157.7565438
Mexico,"Deflator: GDP at Factor Cost, lcu",Index,Annual,1/1/2024,164.5762294
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2017,40.40766763
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2018,46.12049507
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2019,51.66413454
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2020,46.18460235
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2021,43.56057837
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2022,52.36553141
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2023,64.47845115
Mexico,"Primary income, debit, BOP, USD",U.S. Dollar,Annual,1/1/2024,72.63029018
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2017,128.0930161
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2018,134.0006678
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2019,139.9195372
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2020,149.0311143
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2021,164.0145917
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2022,187.6995957
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2023,201.3905595
Mexico,"Deflator: GDP at Factor Cost: Agriculture, lcu",Index,Annual,1/1/2024,209.2272211
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2017,14314.57931
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2018,15249.96669
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2019,15879.56222
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2020,14741.90647
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2021,16840.81056
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2022,19406.51833
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2023,21189.39123
Mexico,"Nominal Private Consumption, lcu",Mexican Peso,Annual,1/1/2024,22880.81794
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,0.660245185
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,2.851230121
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-1.787264367
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-0.324703194
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,-0.591241009
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,0.821872262
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,1.004417911
Mexico,"Real $ Government Consumption, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,3.041354693
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2017,261.5052738
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2018,265.8291253
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2019,279.6342754
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2020,248.4453404
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2021,293.9504187
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2022,328.1837754
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2023,404.007111
Mexico,"Total Revenue (Current Plus Net Asset Sales), in US$, unspecified government",U.S. Dollar,Annual,1/1/2024,407.2783411
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,6.060006281
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,5.562603371
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-1.04666123
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-12.27565307
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,15.44667434
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,8.875965356
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,8.031742176
Mexico,"Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,4.214778314
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,7.323459701
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,4.748540326
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,8.211514427
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-14.03055815
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,16.79479302
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,31.95074747
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,2.749976178
Mexico,"Nominal NIA Exports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-1.568382535
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,6.886012839
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,5.038439804
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,3.704117657
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-18.44534434
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,27.63530177
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,34.15086119
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,-0.587137711
Mexico,"Nominal NIA Imports in Euros, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-1.709805996
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2017,18154.00886
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2018,18543.2306
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2019,18343.83562
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2020,16258.90039
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2021,17541.95655
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2022,18471.82757
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2023,19245.51223
Mexico,"Real Gross Domestic Demand (Absorption), lcu",Mexican Peso,Annual,1/1/2024,19687.87991
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2017,9494.959091
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2018,10077.85337
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2019,10761.95711
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2020,12090.42341
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2021,13466.06565
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2022,14671.11463
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2023,15334.2862
Mexico,"Money Supply M3, Period End, lcu",Mexican Peso,Annual,1/1/2024,16545.92463
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2017,-235.0301
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2018,-474.2402
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2019,-407.6396
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2020,-655.0353
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2021,-774.875
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2022,-951.3036
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2023,-1077.684011
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, unspecified government",Mexican Peso,Annual,1/1/2024,-1181.583991
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2017,6159.230924
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2018,6390.665824
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2019,6592.318963
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2020,5443.513914
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2021,6554.321202
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2022,7565.02412
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2023,9297.146458
Mexico,"Nominal Consumption Per Capita, US$",U.S. Dollar,Annual,1/1/2024,9207.654406
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2017,1094.380047
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2018,1117.843543
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2019,1105.823394
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2020,980.1370215
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2021,1057.483632
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2022,1113.539146
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2023,1160.179261
Mexico,"Real Gross Domestic Demand (Absorption), euro",Euro,Annual,1/1/2024,1186.846559
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,8.621235377
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,10.47074807
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-1.952845567
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-15.92897938
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,32.05670344
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,19.62375489
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,1.143726421
Mexico,"BOP Goods Imports, US$, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-0.895423434
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,2641.985037
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,2723.199582
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,2678.612613
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,2658.900664
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,2646.585602
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,2681.4259
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,2730.500591
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,2828.500495
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2017,1104920.692
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2018,1118345.976
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2019,1106701.074
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2020,1008986.72
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2021,1052949.991
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2022,1077725.083
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2023,1096751.262
Mexico,"Real GDP Per Capita, 2005 yen per person",Japanese Yen,Annual,1/1/2024,1110242.91
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2017,3825.592771
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2018,4126.969519
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2019,4217.956423
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2020,4070.507358
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2021,4683.550818
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2022,5368.939949
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2023,5690.209878
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, lcu",Mexican Peso,Annual,1/1/2024,6251.910159
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2017,0.999909994
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2018,0.992147092
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2019,-1.124200347
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2020,-9.493949855
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2021,5.463075329
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2022,3.245312952
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2023,2.512700631
Mexico,Growth Rate: Real PPP GDP Per Capita,Percentage,Annual,1/1/2024,1.608211675
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2017,-43.34604502
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2018,-50.9403144
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2019,-6.796356242
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2020,48.45561362
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2021,-45.37140307
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2022,-76.01109805
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2023,-9.913845693
Mexico,"Nominal NIA Net Exports, PPP$",U.S. Dollar,Annual,1/1/2024,-2.254581886
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2017,93.54517048
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2018,92.87215796
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2019,100
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2020,94.52838817
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2021,102.7808719
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2022,126.3111654
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2023,140.0039525
Mexico,"Deflator: Fixed Investment, euro",Index,Annual,1/1/2024,133.0174428
Mexico,"Disposable personal income, real, US$",U.S. Dollar,Annual,1/1/2017,858.0430145
Mexico,"Disposable personal income, real, US$",U.S. Dollar,Annual,1/1/2018,860.8616313
Mexico,"Disposable personal income, real, US$",U.S. Dollar,Annual,1/1/2019,879.9791848
