Geography,Concept,Unit,Frequency,Period,Value
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,0.877104492
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,-0.439214393
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,-2.496296466
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,-1.326178097
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,-2.609037072
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,-0.904197569
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,0.835338949
Mexico,"Index: Labor Productivity: GDP-to-Employed Labor Force, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,1.285746456
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,-0.061219757
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,1.265432882
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,2.21695532
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,-8.741881082
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,13.08424731
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,7.361932709
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,3.107288785
Mexico,"Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,1.780759901
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2017,4264.017582
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2018,4492.21632
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2019,4702.035012
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2020,5645.704961
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2021,6377.133889
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2022,6926.065215
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2023,6948.917581
Mexico,"Money Supply M1, Period End, lcu",Mexican Peso,Annual,1/1/2024,7499.173097
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,7.423354678
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,5.459875522
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,3.947971136
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-14.31283045
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,17.28619246
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,11.74197413
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,24.82669273
Mexico,"Nominal GDP in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,2.207447826
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,174.3423155
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,158.3790507
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,129.9482065
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,-51.40686161
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,130.8629679
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,114.8848558
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,190.2845318
Mexico,"Nominal Inventory Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,191.2536194
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,8862.567715
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,9439.074002
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,9559.706384
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,8867.376645
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,9520.845964
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,10385.97742
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,10177.22373
Mexico,"Real NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,10571.31914
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2017,891.3163415
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2018,934.0265361
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2019,969.2675699
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2020,822.2224489
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2021,980.6210257
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2022,1126.636189
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2023,1390.525874
Mexico,"Nominal Consumption, Total, US$",U.S. Dollar,Annual,1/1/2024,1388.20348
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2017,0.050538998
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2018,0.050805522
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2019,0.05306391
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2020,0.05012858
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2021,0.048582603
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2022,0.051508424
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2023,0.054097959
Mexico,"Inverse Exchange Rate, Period End",U.S. Dollar,Annual,1/1/2024,0.049279456
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2017,90.13796993
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2018,98.61966371
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2019,103.484421
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2020,87.90884355
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2021,96.52539632
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2022,115.6783264
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2023,131.4696476
Mexico,"BOP Services (Factor + Non-Factor): Imports, US$",U.S. Dollar,Annual,1/1/2024,141.1743654
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,6.307590163
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,4.140811407
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,4.268500186
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-16.20366349
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,20.94540733
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,15.8598984
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,21.48570108
Mexico,"Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-0.989941572
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,14290.90741
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,14663.88583
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,14670.71054
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,13358.18792
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,14200.9542
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,14953.193
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,15455.50917
Mexico,"Real Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,15779.75289
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2017,20960.68532
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2018,21168.64615
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2019,20930.66816
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2020,18943.52102
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2021,19978.41984
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2022,20626.78209
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2023,21145.07137
Mexico,"Real GDP Per Capita, PPP$",U.S. Dollar,Annual,1/1/2024,21485.12888
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,5.518888168
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,4.27489859
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,3.363388923
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,4.359022564
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,6.207847717
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,8.426194604
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,4.917284985
Mexico,"Gross Domestic Demand Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,5.433086384
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2017,-6.033359936
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2018,1.244620315
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2019,9.195432704
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2020,-8.916331722
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2021,14.73115793
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2022,27.14829666
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2023,19.6374844
Mexico,"Growth Rate: Total Expenditure in euro, General government",Percentage,Annual,1/1/2024,-1.723323267
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,7.60950005
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,5.915277486
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,4.350529325
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-6.472220838
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,14.10922494
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,14.94898218
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,7.870171205
Mexico,"Nominal Private Consumption in LCU, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,7.936719128
Mexico,Output Gap,Mexican Peso,Annual,1/1/2017,0.720086103
Mexico,Output Gap,Mexican Peso,Annual,1/1/2018,1.938808117
Mexico,Output Gap,Mexican Peso,Annual,1/1/2019,0.869904534
Mexico,Output Gap,Mexican Peso,Annual,1/1/2020,-7.747411629
Mexico,Output Gap,Mexican Peso,Annual,1/1/2021,-3.715078987
Mexico,Output Gap,Mexican Peso,Annual,1/1/2022,-2.058184741
Mexico,Output Gap,Mexican Peso,Annual,1/1/2023,-0.919179579
Mexico,Output Gap,Mexican Peso,Annual,1/1/2024,-0.535153868
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2017,10135.86284
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2018,10259.01814
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2019,10152.19497
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2020,9255.823587
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2021,9659.115591
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2022,9886.387049
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2023,10060.92151
Mexico,"Real GDP Per Capita, US$, Calendar Year",U.S. Dollar,Annual,1/1/2024,10184.68559
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2017,0.946746906
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2018,0.703734822
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2019,0.557212934
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2020,-0.946388157
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2021,-3.262175395
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2022,-0.359856896
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2023,1.64553955
Mexico,"BOP Portfolio Investment Balance (Net Capital Inflow), % of GDP",Percentage,Annual,1/1/2024,1.474537723
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2017,860.2792625
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2018,872.7122237
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2019,882.7165334
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2020,787.5842762
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2021,852.5270909
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2022,905.4449946
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2023,943.7608534
Mexico,"Real Private Consumption, US$",U.S. Dollar,Annual,1/1/2024,963.1226255
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2017,0.079363585
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2018,0.337117789
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2019,-0.212701024
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2020,-0.03802288
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2021,-0.075144466
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2022,0.098948576
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2023,0.118370678
Mexico,"Government Consumption, Year -on- Year",Percentage,Annual,1/1/2024,0.353108636
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,9.131230895
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,7.228052573
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,3.936281102
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-4.261961547
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,10.39728948
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,10.23493946
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,9.931686178
Mexico,"Nominal GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,8.513727549
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2017,-1.021586156
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2018,0.218044209
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2019,0.929643331
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2020,2.144746081
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2021,-3.100498935
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2022,-0.088781243
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2023,-4.462912518
Mexico,"NIA Net Exports of Goods & Non-Factor Services, Year -on- Year",Percentage,Annual,1/1/2024,-0.402236013
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,0.96665715
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,2.53280685
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,2.549111943
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-6.025568445
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,7.462842714
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,2.983181044
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,1.465157843
Mexico,"Labor Force, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,1.486032055
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2017,-235.0301
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2018,-474.2402
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2019,-407.6396
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2020,-655.0353
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2021,-774.875
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2022,-951.3036
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2023,-1077.684011
Mexico,"Fiscal Balance: Overall (Government Savings), in LCU, general government",Mexican Peso,Annual,1/1/2024,-1181.583991
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2017,95.29229826
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2018,99.83308659
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2019,101.2376983
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2020,106.6132001
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2021,113.5722139
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2022,121.1701823
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2023,115.3874328
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, Calendar Year, lcu",Index,Annual,1/1/2024,120.2407084
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2017,0.871308735
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2018,1.653447121
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2019,5.193242152
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2020,-11.15347359
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2021,18.31593147
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2022,11.64596291
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2023,23.10392568
Mexico,"Growth Rate: Unspecified Revenue (Total otherwise Current) in U.S. Dollars, General government",Percentage,Annual,1/1/2024,0.809696174
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2017,8.599940981
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2018,7.779839863
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2019,6.028001403
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2020,-2.223814708
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2021,5.260495974
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2022,4.32355039
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2023,3.860774234
Mexico,"Real Inventory Investment, euro",Euro,Annual,1/1/2024,3.016167875
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2017,202.2012707
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2018,214.4760252
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2019,219.0322427
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2020,189.3820946
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2021,230.958651
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2022,266.8551306
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2023,320.7099511
Mexico,"Nominal GDP at Factor Cost: Industry: Manufacturing, US$",U.S. Dollar,Annual,1/1/2024,325.5260794
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2017,671.3200799
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2018,671.4000997
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2019,736.6167328
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2020,601.8406176
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2021,702.0577203
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2022,917.2206113
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2023,1097.650101
Mexico,"Nominal Private Consumption, euro",Euro,Annual,1/1/2024,1066.803168
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2017,14.77011694
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2018,5.576469672
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2019,10.49431322
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2020,5.098831023
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2021,6.57482882
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2022,16.29788433
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2023,8.79292163
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, US$",Percent change year ago,Annual,1/1/2024,-1.679356484
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2017,91.10459487
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2018,133.7453112
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2019,152.6350558
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2020,252.115186
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2021,320.8713068
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2022,-3.733099665
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2023,72.81037451
Mexico,"Real Statistical Discrepancy, lcu",Mexican Peso,Annual,1/1/2024,0
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2017,95.18217438
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2018,98.73578932
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2019,100
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2020,94.12810429
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2021,106.8087236
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2022,116.5442862
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2023,127.5760945
